"emp_no","first_name","last_name","title","from_date","to_date"
101248,"Jinya","Garnier","Staff","1999-08-31","9999-01-01"
101249,"Dinkar","Krider","Staff","1994-07-29","1995-07-09"
101250,"Shaleah","Bail","Staff","1993-11-16","9999-01-01"
101252,"Constantino","Speer","Senior Staff","1993-11-30","9999-01-01"
101252,"Constantino","Speer","Staff","1988-11-30","1993-11-30"
101254,"Franziska","Reinhard","Engineer","1987-09-12","1993-09-11"
101254,"Franziska","Reinhard","Senior Engineer","1993-09-11","2001-07-29"
101258,"Patricia","Lortz","Senior Engineer","1987-10-02","9999-01-01"
101265,"Emran","Pluym","Staff","1996-06-06","1998-03-24"
101270,"Tsutomu","Nitto","Senior Staff","2000-08-22","9999-01-01"
101270,"Tsutomu","Nitto","Staff","1992-08-22","2000-08-22"
101274,"Shem","Lovengreen","Engineer","1998-04-14","1999-10-20"
101276,"Shirish","Leonhardt","Engineer","1988-10-17","1993-10-17"
101276,"Shirish","Leonhardt","Senior Engineer","1993-10-17","9999-01-01"
101284,"Itzchak","Douceur","Senior Staff","1998-06-07","9999-01-01"
101286,"Gila","Bernardinello","Engineer","1994-12-02","9999-01-01"
101288,"Bader","Chorvat","Engineer","1987-05-13","1995-05-13"
101288,"Bader","Chorvat","Senior Engineer","1995-05-13","9999-01-01"
101289,"Bedir","Peroz","Engineer","1994-01-26","1998-09-16"
101290,"Richara","Busillo","Senior Staff","2002-06-06","9999-01-01"
101290,"Richara","Busillo","Staff","1994-06-06","2002-06-06"
101291,"Kellie","Mapelli","Engineer","1987-02-21","1995-02-21"
101291,"Kellie","Mapelli","Senior Engineer","1995-02-21","9999-01-01"
101294,"Sakthirel","Speel","Engineer","1987-03-31","1994-03-31"
101294,"Sakthirel","Speel","Senior Engineer","1994-03-31","9999-01-01"
101295,"Guther","Verspoor","Staff","1994-08-07","9999-01-01"
101298,"Mabhin","Conia","Staff","1998-10-10","9999-01-01"
101300,"Juyoung","Schnabel","Engineer","1999-02-20","9999-01-01"
101303,"Mitchel","Slaats","Staff","1997-01-11","9999-01-01"
101308,"Richara","Conia","Staff","1997-06-23","9999-01-01"
101309,"Yucel","Ghazalie","Staff","1995-06-14","9999-01-01"
101312,"Kamakshi","Auria","Senior Engineer","1998-02-14","9999-01-01"
101313,"Manton","Garnham","Staff","1997-03-23","9999-01-01"
101320,"Armond","Veldwijk","Engineer","1994-09-27","1997-10-21"
101321,"Arvind","Beetstra","Engineer","1986-12-04","1993-12-04"
101321,"Arvind","Beetstra","Senior Engineer","1993-12-04","9999-01-01"
101322,"Goetz","Boreale","Engineer","1997-05-06","9999-01-01"
101323,"Kinh","Wuwongse","Engineer","1993-01-27","1999-01-27"
101323,"Kinh","Wuwongse","Senior Engineer","1999-01-27","9999-01-01"
101327,"Kristine","Lieblein","Senior Staff","2000-12-23","9999-01-01"
101327,"Kristine","Lieblein","Staff","1994-12-24","2000-12-23"
101331,"Tsz","Hagimont","Engineer","1986-03-01","1994-03-01"
101331,"Tsz","Hagimont","Senior Engineer","1994-03-01","9999-01-01"
101336,"Hideyuki","Busillo","Senior Staff","2001-07-30","9999-01-01"
101336,"Hideyuki","Busillo","Staff","1993-07-30","2001-07-30"
101337,"Xiaoqiang","Taubman","Technique Leader","1996-11-23","2000-01-19"
101338,"Nobuyoshi","Legleitner","Engineer","1995-09-25","2001-09-24"
101338,"Nobuyoshi","Legleitner","Senior Engineer","2001-09-24","9999-01-01"
101341,"Munehiro","Kieras","Senior Staff","1998-09-27","9999-01-01"
101341,"Munehiro","Kieras","Staff","1991-09-27","1998-09-27"
101346,"Dinkar","Perfilyeva","Senior Engineer","1995-12-09","9999-01-01"
101351,"Guttorm","Himler","Engineer","1992-10-16","1999-10-17"
101351,"Guttorm","Himler","Senior Engineer","1999-10-17","9999-01-01"
101352,"Anneli","Masaki","Engineer","1995-08-31","1997-08-06"
101357,"Baocai","Clemencon","Senior Staff","1991-01-15","9999-01-01"
101364,"Turgut","Poehlman","Engineer","1993-08-21","1999-08-21"
101364,"Turgut","Poehlman","Senior Engineer","1999-08-21","9999-01-01"
101365,"Fumitake","Solovay","Staff","1999-11-16","9999-01-01"
101370,"Candida","Dymetman","Engineer","1994-10-26","9999-01-01"
101371,"Mayuko","Wossner","Staff","1998-10-24","9999-01-01"
101372,"Minghong","Pietrzykowski","Senior Staff","1999-05-21","9999-01-01"
101373,"Neven","Driscoll","Senior Staff","1997-03-20","9999-01-01"
101373,"Neven","Driscoll","Staff","1992-03-20","1997-03-20"
101377,"Jacqueline","Decaestecker","Senior Engineer","1996-02-02","9999-01-01"
101378,"Reinhold","Monkewich","Staff","1990-10-03","1994-07-04"
101379,"Ult","Lienhardt","Senior Staff","1985-10-14","1985-12-10"
101380,"Cullen","Ghazalie","Engineer","1998-02-05","9999-01-01"
101381,"Munehiko","Menhoudj","Staff","1999-03-01","9999-01-01"
101385,"Maia","Vickson","Technique Leader","1999-06-27","9999-01-01"
101389,"Lansing","McFarlan","Senior Engineer","1992-04-03","9999-01-01"
101396,"Guther","Pellegrinelli","Senior Staff","1994-08-23","9999-01-01"
101396,"Guther","Pellegrinelli","Staff","1989-08-23","1994-08-23"
101405,"Takahito","Fasbender","Engineer","1988-12-11","1996-12-11"
101405,"Takahito","Fasbender","Senior Engineer","1996-12-11","9999-01-01"
101407,"Foong","Muhlberg","Senior Staff","1997-10-02","9999-01-01"
101407,"Foong","Muhlberg","Staff","1990-10-02","1997-10-02"
101408,"Toong","Melton","Assistant Engineer","1986-05-25","1994-05-25"
101408,"Toong","Melton","Engineer","1994-05-25","1999-03-08"
101411,"Masamitsu","Luders","Senior Staff","1999-02-25","2002-04-16"
101411,"Masamitsu","Luders","Staff","1994-02-25","1999-02-25"
101412,"Nathan","Baaleh","Senior Staff","1988-06-10","9999-01-01"
101414,"Xiaoheng","DasSarma","Senior Staff","1987-05-08","9999-01-01"
101418,"Khaled","Gulla","Engineer","1998-10-01","9999-01-01"
101423,"Hatem","Bolotov","Staff","1999-12-10","2000-08-20"
101425,"Lalit","Speel","Engineer","1986-07-26","1992-07-25"
101425,"Lalit","Speel","Senior Engineer","1992-07-25","9999-01-01"
101427,"Mechthild","Lanzelotte","Engineer","1991-08-20","2000-08-19"
101427,"Mechthild","Lanzelotte","Senior Engineer","2000-08-19","9999-01-01"
101428,"Tiina","Muhling","Engineer","1987-05-20","1993-05-19"
101428,"Tiina","Muhling","Senior Engineer","1993-05-19","9999-01-01"
101430,"Junsik","Cincotta","Engineer","2000-01-04","9999-01-01"
101436,"Gianluca","Honiden","Engineer","1994-10-08","1995-02-24"
101440,"Aimee","McAffer","Senior Staff","1995-12-01","9999-01-01"
101440,"Aimee","McAffer","Staff","1988-11-30","1995-12-01"
101442,"Zhenhua","Thiria","Staff","1990-09-18","1994-07-29"
101443,"Ramzi","Vesel","Technique Leader","1997-02-07","9999-01-01"
101445,"Remzi","Dehkordi","Senior Staff","1998-05-02","9999-01-01"
101445,"Remzi","Dehkordi","Staff","1991-05-02","1998-05-02"
101455,"Yoshimitsu","Hanabata","Engineer","1989-06-15","1996-06-15"
101455,"Yoshimitsu","Hanabata","Senior Engineer","1996-06-15","9999-01-01"
101460,"Kristian","Zaccaria","Senior Staff","1998-08-14","9999-01-01"
101460,"Kristian","Zaccaria","Staff","1992-08-14","1998-08-14"
101461,"Satosi","Bednarek","Senior Engineer","1999-03-25","9999-01-01"
101466,"Stabislas","Zobel","Senior Engineer","1991-05-29","9999-01-01"
101467,"Dulce","Lammel","Assistant Engineer","1992-07-16","2001-07-16"
101467,"Dulce","Lammel","Engineer","2001-07-16","9999-01-01"
101470,"Toshiki","Champarnaud","Engineer","1986-12-30","1991-12-30"
101470,"Toshiki","Champarnaud","Senior Engineer","1991-12-30","9999-01-01"
101477,"Kenroku","Piazza","Senior Staff","1993-11-02","9999-01-01"
101477,"Kenroku","Piazza","Staff","1986-11-02","1993-11-02"
101479,"Hatsukazu","Halloran","Engineer","1992-12-27","1998-12-27"
101479,"Hatsukazu","Halloran","Senior Engineer","1998-12-27","2002-04-30"
101484,"Masanao","Trelles","Engineer","1993-04-29","1999-04-29"
101484,"Masanao","Trelles","Senior Engineer","1999-04-29","9999-01-01"
101490,"Lein","Morrin","Senior Staff","1992-07-06","9999-01-01"
101490,"Lein","Morrin","Staff","1985-07-06","1992-07-06"
101494,"Lene","Kusakari","Senior Staff","1991-08-31","1999-08-01"
101496,"Akeno","Anguita","Engineer","1999-12-21","9999-01-01"
101501,"Rosalie","Vecchi","Technique Leader","1985-12-26","9999-01-01"
101503,"Boaz","Bratten","Senior Staff","1999-04-29","9999-01-01"
101503,"Boaz","Bratten","Staff","1994-04-29","1999-04-29"
101505,"Dietrich","Gornas","Senior Staff","1994-10-17","9999-01-01"
101505,"Dietrich","Gornas","Staff","1986-10-17","1994-10-17"
101509,"Goncalo","Kilgore","Engineer","1988-06-08","1991-10-16"
101515,"Nahid","Magalhaes","Senior Staff","1994-04-02","9999-01-01"
101515,"Nahid","Magalhaes","Staff","1988-04-02","1994-04-02"
101519,"Marek","Macedo","Engineer","1985-05-06","1991-05-06"
101519,"Marek","Macedo","Senior Engineer","1991-05-06","9999-01-01"
101521,"Debatosh","Soloway","Engineer","1986-04-08","1994-04-08"
101521,"Debatosh","Soloway","Senior Engineer","1994-04-08","9999-01-01"
101523,"Vishv","Quadeer","Technique Leader","1991-03-10","9999-01-01"
101524,"Abdulah","Iisaku","Engineer","1987-06-24","1994-06-24"
101524,"Abdulah","Iisaku","Senior Engineer","1994-06-24","2000-03-17"
101525,"Manibrata","Chaudhuri","Senior Staff","1996-06-14","9999-01-01"
101530,"Sushant","Debuse","Technique Leader","1998-12-21","9999-01-01"
101534,"Adhemar","Gien","Engineer","1991-03-17","1996-03-16"
101534,"Adhemar","Gien","Senior Engineer","1996-03-16","1998-08-08"
101535,"Gudjon","Hegner","Staff","1995-05-08","9999-01-01"
101537,"Luigi","Cyre","Senior Engineer","1985-09-28","9999-01-01"
101542,"Kauko","Nollmann","Staff","1999-10-31","9999-01-01"
101543,"Vasiliy","Businaro","Senior Staff","1995-02-22","9999-01-01"
101555,"Lihong","Erez","Senior Staff","1997-07-03","2002-05-25"
101558,"Wojceich","Tischendorf","Senior Engineer","1985-02-24","9999-01-01"
101559,"Rasiah","Kisuki","Engineer","1986-08-11","1993-08-11"
101559,"Rasiah","Kisuki","Senior Engineer","1993-08-11","9999-01-01"
101561,"Arch","Hebden","Senior Staff","1994-02-13","9999-01-01"
101561,"Arch","Hebden","Staff","1989-02-13","1994-02-13"
101562,"Eben","Akaboshi","Staff","1999-12-12","9999-01-01"
101564,"Gay","Liedekerke","Staff","1998-02-27","1999-10-10"
101574,"Ohad","Molenaar","Senior Staff","2001-07-22","9999-01-01"
101574,"Ohad","Molenaar","Staff","1995-07-23","2001-07-22"
101580,"Lein","Bernardinello","Senior Staff","2000-01-04","9999-01-01"
101580,"Lein","Bernardinello","Staff","1995-01-04","2000-01-04"
101587,"Hironobu","Puppo","Senior Staff","1996-02-27","9999-01-01"
101587,"Hironobu","Puppo","Staff","1990-02-27","1996-02-27"
101588,"Manu","Weedon","Engineer","1986-03-24","1992-03-23"
101588,"Manu","Weedon","Senior Engineer","1992-03-23","9999-01-01"
101592,"Kwan","Kalloufi","Senior Staff","2002-01-31","9999-01-01"
101592,"Kwan","Kalloufi","Staff","1993-01-31","2002-01-31"
101607,"Tzvetan","Benveniste","Engineer","1995-09-26","9999-01-01"
101608,"Girolamo","Mundy","Senior Staff","1998-08-31","9999-01-01"
101608,"Girolamo","Mundy","Staff","1989-08-31","1998-08-31"
101610,"Olivera","Poulakidas","Technique Leader","1999-05-19","2000-09-20"
101612,"Elvia","Herber","Staff","1996-09-21","9999-01-01"
101617,"Serge","Maquelin","Senior Staff","1995-06-20","9999-01-01"
101617,"Serge","Maquelin","Staff","1990-06-20","1995-06-20"
101618,"Chiranjit","Bhattacharjee","Engineer","1994-04-20","2001-04-20"
101618,"Chiranjit","Bhattacharjee","Senior Engineer","2001-04-20","9999-01-01"
101621,"Flemming","Improta","Senior Staff","1993-08-21","9999-01-01"
101623,"Lena","Frezza","Engineer","1989-07-26","1994-07-26"
101623,"Lena","Frezza","Senior Engineer","1994-07-26","9999-01-01"
101626,"Moheb","Vrecion","Senior Staff","1994-11-28","9999-01-01"
101626,"Moheb","Vrecion","Staff","1985-11-28","1994-11-28"
101628,"Sudharsan","Bardell","Senior Staff","1993-12-13","1998-05-06"
101628,"Sudharsan","Bardell","Staff","1988-12-13","1993-12-13"
101637,"Subir","Azuma","Staff","1995-03-30","9999-01-01"
101638,"Gaurav","Conta","Engineer","1996-07-07","9999-01-01"
101648,"Nechama","Scallan","Technique Leader","1989-11-30","9999-01-01"
101651,"Trygve","Templeman","Engineer","1988-02-17","1996-02-17"
101651,"Trygve","Templeman","Senior Engineer","1996-02-17","9999-01-01"
101654,"Ottavia","Yetto","Staff","1998-07-07","1998-10-13"
101656,"Yaghout","Kornyak","Senior Staff","1991-11-15","9999-01-01"
101657,"Krisda","Herath","Senior Staff","2000-07-13","9999-01-01"
101657,"Krisda","Herath","Staff","1995-07-14","2000-07-13"
101662,"Murthy","Fordan","Senior Staff","1996-05-06","9999-01-01"
101662,"Murthy","Fordan","Staff","1991-05-07","1996-05-06"
101670,"Moriyoshi","Weisert","Senior Staff","2000-12-01","9999-01-01"
101670,"Moriyoshi","Weisert","Staff","1991-12-02","2000-12-01"
101677,"Abdelkader","Rahimi","Staff","1999-05-11","9999-01-01"
101678,"Sashi","Debuse","Staff","1986-05-21","1989-11-08"
101681,"Goh","Fasbender","Engineer","1988-03-06","1994-03-06"
101681,"Goh","Fasbender","Senior Engineer","1994-03-06","9999-01-01"
101687,"Jayson","Milicic","Staff","1997-12-19","9999-01-01"
101688,"Bilhanan","Worfolk","Engineer","1998-04-16","9999-01-01"
101690,"Dante","Lally","Senior Staff","1995-03-26","9999-01-01"
101690,"Dante","Lally","Staff","1988-03-25","1995-03-26"
101696,"Cathie","Decaestecker","Senior Staff","1997-08-27","9999-01-01"
101696,"Cathie","Decaestecker","Staff","1992-08-27","1997-08-27"
101700,"Susanne","Swab","Engineer","1995-03-20","1997-03-23"
101704,"Hideyuki","Berendt","Assistant Engineer","1991-08-06","2000-08-05"
101704,"Hideyuki","Berendt","Engineer","2000-08-05","9999-01-01"
101709,"Zine","Leslie","Senior Staff","1998-05-06","2001-09-27"
101712,"Irene","Badr","Staff","1994-07-12","9999-01-01"
101713,"Weiye","Erev","Senior Staff","1998-07-16","9999-01-01"
101717,"Arie","Yetim","Engineer","1994-10-01","2001-07-15"
101719,"Nadjib","Wolniewicz","Engineer","1986-06-03","1993-06-03"
101719,"Nadjib","Wolniewicz","Senior Engineer","1993-06-03","9999-01-01"
101721,"Hidefumi","Cooke","Engineer","1985-08-10","1990-08-10"
101721,"Hidefumi","Cooke","Senior Engineer","1990-08-10","9999-01-01"
101729,"Toong","Herbst","Senior Staff","1997-05-03","9999-01-01"
101729,"Toong","Herbst","Staff","1991-05-04","1997-05-03"
101730,"Xiaobin","Heinisuo","Engineer","1999-11-04","9999-01-01"
101742,"Tetsushi","Sessa","Senior Staff","1991-09-27","9999-01-01"
101754,"Udi","McClurg","Senior Staff","1996-10-13","9999-01-01"
101754,"Udi","McClurg","Staff","1991-10-14","1996-10-13"
101756,"Jaideep","Rousseau","Senior Staff","2000-01-17","9999-01-01"
101756,"Jaideep","Rousseau","Staff","1993-01-16","2000-01-17"
101757,"Xiaopeng","Malabarba","Senior Staff","1998-09-04","9999-01-01"
101757,"Xiaopeng","Malabarba","Staff","1990-09-04","1998-09-04"
101768,"Houman","Marakhovsky","Senior Staff","1998-02-26","9999-01-01"
101768,"Houman","Marakhovsky","Staff","1992-02-27","1998-02-26"
101769,"Werner","Brandsma","Engineer","1992-11-19","1997-02-15"
101772,"Weicheng","Leonhardt","Engineer","1997-07-10","2001-09-27"
101774,"Heekeun","Baba","Senior Engineer","1985-05-26","9999-01-01"
101775,"Tuval","Liedekerke","Engineer","1999-01-04","9999-01-01"
101778,"Aamer","Peha","Engineer","1991-09-13","2000-09-12"
101778,"Aamer","Peha","Senior Engineer","2000-09-12","9999-01-01"
101784,"Poornachandra","Brookner","Assistant Engineer","1997-06-29","9999-01-01"
101785,"Noritoshi","Katalagarianos","Senior Staff","1988-08-22","2001-05-06"
101787,"Shunichi","Muhling","Engineer","1988-07-28","1993-07-28"
101787,"Shunichi","Muhling","Senior Engineer","1993-07-28","9999-01-01"
101788,"Yuichiro","Sadowsky","Staff","1997-01-13","9999-01-01"
101794,"Cordelia","Irland","Assistant Engineer","1994-12-02","2001-12-02"
101794,"Cordelia","Irland","Engineer","2001-12-02","9999-01-01"
101798,"Jaana","Liedekerke","Engineer","1995-02-10","2000-02-10"
101798,"Jaana","Liedekerke","Senior Engineer","2000-02-10","9999-01-01"
101799,"Kaijung","Gubsky","Technique Leader","1993-06-13","9999-01-01"
101800,"Arlette","Iwayama","Engineer","1997-01-17","9999-01-01"
101803,"Goa","Bain","Senior Staff","1996-08-01","9999-01-01"
101803,"Goa","Bain","Staff","1990-08-02","1996-08-01"
101807,"Padma","Stavenow","Senior Engineer","1997-08-15","9999-01-01"
101808,"Atreye","Hedayat","Technique Leader","1987-11-18","9999-01-01"
101812,"Ger","Kakkar","Senior Staff","1998-09-26","9999-01-01"
101812,"Ger","Kakkar","Staff","1993-09-26","1998-09-26"
101813,"Shai","Turnbull","Senior Engineer","1987-12-24","9999-01-01"
101814,"Doohun","Papadias","Staff","1989-01-17","1993-12-30"
101816,"Hongzhu","Claffy","Senior Staff","1995-03-04","9999-01-01"
101816,"Hongzhu","Claffy","Staff","1987-03-04","1995-03-04"
101818,"Yechiam","Hiraishi","Engineer","1990-02-14","1997-02-14"
101818,"Yechiam","Hiraishi","Senior Engineer","1997-02-14","9999-01-01"
101833,"Cordelia","Couchot","Senior Staff","1997-07-27","9999-01-01"
101833,"Cordelia","Couchot","Staff","1988-07-27","1997-07-27"
101834,"Halsur","Egerstedt","Assistant Engineer","1997-01-01","2002-01-01"
101834,"Halsur","Egerstedt","Engineer","2002-01-01","9999-01-01"
101843,"Bedrich","Cannard","Senior Staff","1990-06-24","9999-01-01"
101845,"Giordano","Pouyioutas","Senior Staff","2002-07-19","9999-01-01"
101845,"Giordano","Pouyioutas","Staff","1994-07-19","2002-07-19"
101847,"Parto","Pocchiola","Assistant Engineer","1998-11-24","9999-01-01"
101848,"Jouko","Kolinko","Senior Staff","1997-06-19","9999-01-01"
101848,"Jouko","Kolinko","Staff","1991-06-20","1997-06-19"
101850,"Domenico","Moehrke","Senior Engineer","1997-12-01","2000-06-13"
101855,"Sven","Majewski","Senior Staff","1998-10-18","9999-01-01"
101855,"Sven","Majewski","Staff","1991-10-18","1998-10-18"
101858,"Katsuyuki","Nourani","Senior Staff","1994-04-05","9999-01-01"
101858,"Katsuyuki","Nourani","Staff","1987-04-05","1994-04-05"
101859,"Honesty","Perng","Staff","1991-10-05","1996-02-08"
101861,"Jiang","Dichev","Engineer","1991-08-09","1996-08-08"
101861,"Jiang","Dichev","Senior Engineer","1996-08-08","9999-01-01"
101862,"Mads","Liedekerke","Engineer","1993-06-06","2001-06-06"
101862,"Mads","Liedekerke","Senior Engineer","2001-06-06","9999-01-01"
101866,"Hidekazu","Rothe","Senior Staff","1998-09-18","9999-01-01"
101866,"Hidekazu","Rothe","Staff","1990-09-18","1998-09-18"
101868,"Evgueni","Douceur","Staff","1996-08-11","9999-01-01"
101869,"Zhanqiu","Siprelle","Senior Staff","1995-12-26","9999-01-01"
101869,"Zhanqiu","Siprelle","Staff","1986-12-26","1995-12-26"
101871,"Christophe","Litzler","Engineer","1997-12-11","9999-01-01"
101873,"Vishwani","Streit","Assistant Engineer","1994-10-25","2000-10-24"
101873,"Vishwani","Streit","Engineer","2000-10-24","9999-01-01"
101876,"Feipei","Merey","Senior Engineer","1998-12-19","9999-01-01"
101877,"Duke","Schoegge","Senior Staff","1991-08-24","9999-01-01"
101878,"Tetsushi","Stroustrup","Senior Staff","1998-01-16","9999-01-01"
101878,"Tetsushi","Stroustrup","Staff","1991-01-16","1998-01-16"
101887,"Zhonghua","McAlpine","Engineer","1987-09-05","1995-09-05"
101887,"Zhonghua","McAlpine","Senior Engineer","1995-09-05","9999-01-01"
101888,"Eran","Ritcey","Engineer","1996-08-19","9999-01-01"
101891,"Parke","Cullers","Engineer","1992-05-28","1996-07-31"
101895,"Aruna","Bodoff","Staff","1994-05-06","9999-01-01"
101898,"Mang","Schwartzbauer","Engineer","1995-03-01","2002-03-01"
101898,"Mang","Schwartzbauer","Senior Engineer","2002-03-01","9999-01-01"
101907,"Jianhao","England","Staff","1999-08-19","9999-01-01"
101909,"Mostafa","Underwood","Senior Staff","1994-09-19","2001-04-17"
101909,"Mostafa","Underwood","Staff","1986-09-19","1994-09-19"
101915,"Mayuri","Chenoweth","Engineer","1987-04-26","1995-04-26"
101915,"Mayuri","Chenoweth","Senior Engineer","1995-04-26","9999-01-01"
101919,"Mantis","Schahn","Senior Staff","1999-08-05","9999-01-01"
101919,"Mantis","Schahn","Staff","1991-08-05","1999-08-05"
101928,"Avishai","Baezner","Engineer","1998-03-30","9999-01-01"
101932,"Christophe","Hashii","Engineer","1987-09-20","1996-09-19"
101932,"Christophe","Hashii","Senior Engineer","1996-09-19","9999-01-01"
101934,"Roselyn","Rosin","Senior Staff","1993-02-16","9999-01-01"
101934,"Roselyn","Rosin","Staff","1986-02-16","1993-02-16"
101935,"Satoru","Schiettecatte","Engineer","1989-04-28","1995-04-28"
101935,"Satoru","Schiettecatte","Senior Engineer","1995-04-28","9999-01-01"
101936,"Susanta","Lieberherr","Engineer","1995-08-20","9999-01-01"
101941,"Oscal","Litzkow","Senior Staff","1999-08-05","9999-01-01"
101945,"Supot","Serra","Senior Staff","2000-07-17","9999-01-01"
101945,"Supot","Serra","Staff","1993-07-17","2000-07-17"
101948,"Marit","Matzen","Engineer","1998-09-08","9999-01-01"
101949,"Foong","Pettis","Engineer","1986-05-12","1993-05-12"
101949,"Foong","Pettis","Senior Engineer","1993-05-12","9999-01-01"
101952,"Marko","Gide","Engineer","1995-09-23","9999-01-01"
101953,"Gian","Boreale","Senior Engineer","1991-02-23","1996-01-10"
101956,"Bernice","Bonifati","Engineer","2000-01-12","9999-01-01"
101957,"Kerhong","Egerstedt","Staff","1997-12-11","9999-01-01"
101960,"Yakichi","Gulik","Senior Staff","1998-06-04","9999-01-01"
101960,"Yakichi","Gulik","Staff","1990-06-04","1998-06-04"
101963,"Lorien","Hofting","Engineer","1998-04-01","9999-01-01"
101968,"Charlene","Kawashimo","Staff","1999-06-08","9999-01-01"
101969,"Cathie","Ozeki","Senior Engineer","1989-11-25","9999-01-01"
101972,"Giao","Gelosh","Engineer","1992-11-02","1995-03-24"
101973,"Yucel","Kilgore","Senior Staff","1996-02-23","9999-01-01"
101973,"Yucel","Kilgore","Staff","1988-02-23","1996-02-23"
101978,"Weiyi","Schapire","Senior Engineer","1997-02-28","9999-01-01"
101979,"Weijing","Glowinski","Engineer","1990-04-20","1996-04-19"
101979,"Weijing","Glowinski","Senior Engineer","1996-04-19","9999-01-01"
101981,"Flemming","Rouquie","Senior Engineer","1992-09-14","9999-01-01"
101982,"Marl","Nations","Senior Staff","1996-04-12","9999-01-01"
101987,"Kokou","Loncour","Senior Engineer","1990-12-19","1993-02-17"
101989,"JiYoung","Plavsic","Engineer","1985-02-20","1991-02-20"
101989,"JiYoung","Plavsic","Senior Engineer","1991-02-20","9999-01-01"
101993,"Manohar","Perez","Senior Staff","1993-03-05","9999-01-01"
101993,"Manohar","Perez","Staff","1986-03-05","1993-03-05"
101997,"Arunas","Samarati","Senior Staff","2000-10-28","9999-01-01"
101997,"Arunas","Samarati","Staff","1993-10-28","2000-10-28"
102000,"Kersti","Gladwell","Staff","1988-06-07","1993-07-01"
102011,"Genevieve","Lund","Engineer","1995-11-13","2001-11-12"
102011,"Genevieve","Lund","Senior Engineer","2001-11-12","9999-01-01"
102013,"Saeed","Unno","Staff","1990-12-28","1997-09-07"
102019,"Mohammad","Ullian","Senior Staff","1992-06-05","9999-01-01"
102019,"Mohammad","Ullian","Staff","1987-06-06","1992-06-05"
102027,"Gladys","Isaak","Engineer","1987-02-20","1996-02-20"
102027,"Gladys","Isaak","Senior Engineer","1996-02-20","9999-01-01"
102028,"Yunming","Thiran","Senior Engineer","1988-10-27","9999-01-01"
102034,"Jixiang","Bakhtari","Engineer","1997-03-08","9999-01-01"
102037,"Yongqiao","Borovoy","Staff","1998-11-13","2000-03-18"
102041,"Kazuhito","Foong","Senior Staff","1998-03-05","9999-01-01"
102041,"Kazuhito","Foong","Staff","1991-03-05","1998-03-05"
102045,"Chandrasekaran","Berstel","Engineer","1998-07-21","9999-01-01"
102050,"Ipke","Luca","Engineer","1990-09-21","1992-01-12"
102052,"Shaunak","Krychniak","Senior Staff","1999-03-06","9999-01-01"
102052,"Shaunak","Krychniak","Staff","1991-03-06","1999-03-06"
102061,"Niclas","Nittel","Engineer","1987-11-16","1993-11-15"
102061,"Niclas","Nittel","Senior Engineer","1993-11-15","9999-01-01"
102062,"Shigehiro","Lanteri","Senior Staff","1987-08-08","9999-01-01"
102068,"Zhilian","Bergere","Senior Staff","2002-03-03","9999-01-01"
102068,"Zhilian","Bergere","Staff","1993-03-03","2002-03-03"
102069,"Alagu","Yurov","Engineer","2000-01-23","9999-01-01"
102079,"Gay","Thiria","Engineer","1988-01-07","1997-01-06"
102079,"Gay","Thiria","Senior Engineer","1997-01-06","9999-01-01"
102081,"Gina","Bridgland","Technique Leader","1987-01-05","9999-01-01"
102090,"Shaleah","Zizka","Senior Staff","1995-09-15","9999-01-01"
102090,"Shaleah","Zizka","Staff","1987-09-15","1995-09-15"
102095,"Aemilian","Foote","Engineer","1991-10-08","1999-10-08"
102095,"Aemilian","Foote","Senior Engineer","1999-10-08","9999-01-01"
102101,"Nobuyoshi","Jullig","Senior Staff","1999-06-27","9999-01-01"
102101,"Nobuyoshi","Jullig","Staff","1992-06-26","1999-06-27"
102102,"Renee","Peng","Assistant Engineer","1996-04-20","1999-09-21"
102103,"Stevo","Conde","Engineer","1993-09-09","1999-09-09"
102103,"Stevo","Conde","Senior Engineer","1999-09-09","9999-01-01"
102105,"Hironobu","Schwartzbauer","Senior Staff","1999-01-22","9999-01-01"
102105,"Hironobu","Schwartzbauer","Staff","1990-01-22","1999-01-22"
102107,"Taiji","Koshino","Engineer","1992-10-28","2001-10-28"
102107,"Taiji","Koshino","Senior Engineer","2001-10-28","9999-01-01"
102110,"Mang","Christ","Senior Staff","1991-09-27","9999-01-01"
102110,"Mang","Christ","Staff","1985-09-27","1991-09-27"
102115,"Keiichiro","Kobara","Staff","1986-10-18","1987-03-17"
102116,"Katsuo","Brickell","Senior Staff","2000-07-08","9999-01-01"
102116,"Katsuo","Brickell","Staff","1992-07-08","2000-07-08"
102117,"Guoxiang","Rettelbach","Technique Leader","1998-09-24","9999-01-01"
102123,"Saeko","Terekhov","Technique Leader","1991-11-19","9999-01-01"
102131,"Gill","Aseltine","Senior Staff","1986-04-03","9999-01-01"
102134,"Jaihie","Sessa","Senior Staff","1992-11-15","2002-03-28"
102139,"Abdulah","Ramsey","Engineer","1997-07-26","1999-11-08"
102140,"Sumant","Detkin","Engineer","1999-07-06","9999-01-01"
102141,"Yongqiao","Pettis","Senior Engineer","1996-09-17","9999-01-01"
102144,"Bernice","Karlin","Engineer","1998-09-28","9999-01-01"
102146,"Bader","Rubsam","Senior Staff","1991-08-10","9999-01-01"
102147,"Kristen","Miyakawa","Senior Staff","1986-06-04","9999-01-01"
102149,"Jiong","Marquardt","Assistant Engineer","1994-11-25","9999-01-01"
